Country,year,gfn2gdp,efn2gdp,FCD2GDweo,grossdebt2gdpweo,externdebt2gdp,credit2privat,stdebt2extdebt,CA2gdp,debtserv2res,IntExp2rev,interExtdeb2gdp,debtserv2expor,crisis
Morocco,2003,,4,,1,37,43,0,1,27,16,2,30,0
Morocco,2004,,5,,1,32,42,0,1,24,16,1,31,0
Morocco,2005,17,4,,1,28,41,0,-1,17,15,1,22,0
Morocco,2006,16,4,,1,23,41,0,0,16,13,1,17,0
Morocco,2007,9,4,,1,24,44,0,-2,11,12,1,14,0
Morocco,2008,9,5,,1,24,46,0,-2,11,10,1,13,0
Morocco,2009,9,9,,0,21,56,0,-7,12,8,1,9,0
Morocco,2010,12,7,,0,24,61,0,-5,8,8,1,8,0
Morocco,2011,16,6,,0,25,63,0,-4,8,8,1,7,0
Morocco,2012,16,9,,1,25,67,0,-8,12,8,1,7,0
Morocco,2013,17,11,,1,29,70,0,-9,15,9,1,8,0
Morocco,2014,19,9,,1,30,72,0,-8,15,9,1,8,0
Morocco,2015,16,8,,1,31,68,0,-6,14,10,1,8,0
Morocco,2016,13,4,,1,33,68,0,-2,12,10,1,8,0
Morocco,2017,10,6,,1,34,64,0,-4,13,10,1,9,0
Namibia,1990,,,,,,,,,,6,,,0
Namibia,1991,,,,,4,,0,1,26,3,1,2,0
Namibia,1992,,,,,5,19,0,4,70,1,1,3,0
Namibia,1993,,,,,9,19,0,2,495,1,1,17,0
Namibia,1994,,,29,0,9,31,0,4,216,2,1,19,0
Namibia,1995,,,24,0,9,37,0,3,155,3,1,20,0
Namibia,1996,,,20,0,12,38,0,5,123,3,1,16,0
Namibia,1997,,,16,0,10,44,0,3,182,5,1,20,0
Namibia,1998,,,11,0,8,41,0,2,148,6,1,23,0
Namibia,1999,,,10,0,21,42,0,5,101,8,1,19,0
Namibia,2000,,,15,0,19,41,0,-1,78,7,1,16,0
Namibia,2001,,1,17,0,20,40,0,5,106,7,1,19,0
Namibia,2002,2,8,21,0,19,40,0,0,150,7,1,23,0
Namibia,2003,3,9,15,0,34,41,0,3,125,8,0,30,0
Namibia,2004,9,6,16,0,33,41,0,5,179,9,0,34,0
Namibia,2005,3,5,16,0,31,44,0,7,251,9,0,36,0
Namibia,2006,3,7,15,0,25,46,0,5,304,9,1,36,0
Namibia,2007,-1,-1,20,0,28,51,0,14,248,8,1,33,0
Namibia,2008,-3,5,26,0,26,48,0,9,129,6,1,35,0
Namibia,2009,0,13,27,0,24,48,0,0,83,5,1,31,0
Namibia,2010,4,12,26,0,37,47,0,-1,55,5,0,27,1
Namibia,2011,7,14,24,0,32,48,0,-3,95,4,0,31,0
Namibia,2012,15,17,30,0,36,48,0,-3,98,4,0,34,0
Namibia,2013,11,22,34,0,37,49,0,-6,93,5,0,30,0
Namibia,2014,12,17,36,0,37,49,0,-4,96,4,0,26,0
Namibia,2015,14,28,34,0,43,48,0,-11,182,4,0,39,1
Namibia,2017,,34,35,0,60,65,0,-14,161,8,1,52,0
Netherlands,1990,,,,1,,154,,4,,11,,,0
Netherlands,1991,,,,1,,160,,3,,11,,,0
Netherlands,1992,,,,1,,163,,2,,11,,,0
Netherlands,1993,,,,1,,168,,2,,11,,,0
Netherlands,1994,,,,1,,172,,4,,11,,,0
Netherlands,1995,,,,1,,177,,5,,11,,,0
Netherlands,1996,,,,1,,178,,6,,11,,,0
Netherlands,1997,,,,1,,182,,5,,11,,,0
Netherlands,1998,,,,1,,192,,6,,10,,,0
Netherlands,1999,,,,1,,197,,3,,10,,,0
Netherlands,2000,,,,1,,207,,4,,9,,,0
Netherlands,2001,,,,1,,214,,2,,8,,,0
Netherlands,2002,,,,0,505,214,,2,,7,,,0
Netherlands,2003,,,,0,520,215,,2,,6,,,0
Netherlands,2004,3,,,0,220,220,,5,,6,,,0
Netherlands,2005,2,,,0,235,221,,7,,6,,,0
Netherlands,2006,0,,,0,263,223,,6,,5,,,0
Netherlands,2007,0,,,0,282,221,,8,,5,,,0
Netherlands,2008,0,,,0,297,222,,6,,5,,,0
Netherlands,2009,0,,,1,280,223,,4,,5,,,0
Netherlands,2010,5,,,1,285,230,,6,,5,,,0
Netherlands,2011,5,,,1,297,242,,7,,4,,,0
Netherlands,2012,4,,,1,310,241,,9,,4,,,0
Netherlands,2013,4,,,1,310,242,,11,,4,,,0
Netherlands,2014,2,,,1,287,237,,10,,3,,,0
Netherlands,2015,2,-8,,1,312,233,,9,,3,,,0
Netherlands,2016,2,-8,,1,316,240,,9,,3,,,0
Netherlands,2017,,,,1,311,233,,8,,2,,,0
New Zealand,1990,,,,0,,92,,-3,,12,,,0
New Zealand,1991,,,,0,,95,,-3,,13,,,0
New Zealand,1992,,,,1,,102,,-2,,15,,,0
New Zealand,1993,,,,1,,105,,-4,,16,,,0
New Zealand,1994,,,,0,,106,,-3,,16,,,0
New Zealand,1995,,,,0,,110,,-3,,14,,,0
New Zealand,1996,,,,0,,115,,-4,,13,,,0
New Zealand,1997,,,,0,,123,,-5,,12,,,0
New Zealand,1998,,,,0,,129,,-5,,10,,,0
New Zealand,1999,,,,0,,134,,-3,,10,,,0
New Zealand,2000,,,,0,,139,,-5,,9,,,0
New Zealand,2001,,,,0,,143,,-3,,8,,,0
New Zealand,2002,,,,0,,144,,-1,,7,,,0
New Zealand,2003,,,,0,,144,,-2,,7,,,0
New Zealand,2004,,,,0,,146,,-2,,7,,,0
New Zealand,2005,,,,0,,152,,-5,,6,,,0
New Zealand,2006,,,,0,,164,,-7,,6,,,0
New Zealand,2007,,,,0,,176,,-7,,5,,,0
New Zealand,2008,,,,0,,185,,-7,,4,,,0
New Zealand,2009,,,,0,,191,,-8,,3,,,0
New Zealand,2010,2,,0,0,,193,,-2,,4,,,0
New Zealand,2011,6,,0,0,,186,,-2,,4,,,0
New Zealand,2012,5,,0,0,,178,,-3,,5,,,0
New Zealand,2013,2,,0,0,,174,,-4,,5,,,0
New Zealand,2014,1,,0,0,,175,,-3,,5,,,0
New Zealand,2015,0,,0,0,,171,,-3,,4,,,0
New Zealand,2016,-1,,0,0,,172,,-3,,4,,,0
New Zealand,2017,-1,,0,0,,173,,-2,,4,,,0
Nigeria,1990,,,,,,13,,,,,,,0
Nigeria,1991,,,,1,55,9,0,8,,31,,4,1
Nigeria,1993,,,,1,53,9,0,4,,28,,44,0
Nigeria,1994,,,,1,51,13,0,-1,,32,,13,1
Nigeria,1997,,,,0,16,10,0,2,,11,,13,0
Nigeria,1998,,,,0,15,9,1,0,,11,,12,1
Nigeria,2006,-1,-13,,0,20,13,0,22,58,8,1,29,0
Nigeria,2007,-8,-9,,0,8,13,0,16,41,3,0,29,0
Nigeria,2008,0,-8,,0,9,13,0,11,16,4,0,12,0
Nigeria,2009,-6,-6,,0,7,25,0,9,19,3,0,12,0
Nigeria,2010,5,-1,,0,8,34,0,5,23,6,0,17,0
Nigeria,2011,4,-1,,0,7,38,0,4,29,5,0,11,0
Nigeria,2012,-1,0,,0,7,15,0,3,28,5,0,9,0
Nigeria,2013,-1,-1,,0,8,12,0,4,25,7,0,11,0
Nigeria,2014,2,-2,,0,7,12,0,4,29,9,0,12,0
Nigeria,2015,2,2,,0,8,13,0,0,38,9,0,15,0
Nigeria,2016,4,6,,0,10,15,0,-3,59,15,0,34,0
Nigeria,2017,4,3,,0,11,14,0,1,65,23,0,46,0
Norway,1990,,,,0,,177,,0,,7,,,0
Norway,1991,,,,0,60,175,,2,,7,,,0
Norway,1992,,,,0,57,165,,4,,6,,,0
Norway,1993,,,,0,40,163,,3,,6,,,0
Norway,1994,,,,1,45,160,,3,,7,,,0
Norway,1995,,,,0,0,151,,3,,6,,,0
Norway,1996,,,,0,0,144,,3,,5,,,0
Norway,1997,,,,0,0,141,,7,,4,,,0
Norway,1998,,,,0,0,147,,6,,4,,,0
Norway,1999,,,,0,0,161,,0,,4,,,0
Norway,2000,,,,0,0,167,,5,,3,,,0
Norway,2001,,,,0,0,160,,15,,3,,,0
Norway,2002,,,,0,0,160,,16,,3,,,0
Norway,2003,-9,,,0,0,172,,12,,3,,,0
Norway,2004,-7,,,0,106,179,,12,,3,,,0
Norway,2005,-8,,,0,105,183,,12,,3,,,0
Norway,2006,-15,,,0,100,182,,16,,2,,,0
Norway,2007,-13,,,1,131,182,,16,,3,,,0
Norway,2008,-30,,,0,148,196,,12,,2,,,0
Norway,2009,-12,,,0,138,210,,16,,2,,,0
Norway,2010,-9,,,0,158,224,,11,,3,,,0
Norway,2011,10,,,0,148,225,,11,,2,,,0
Norway,2012,-12,,,0,133,222,,12,,2,,,0
Norway,2013,-8,,,0,143,226,,12,,2,,,0
Norway,2014,-10,,,0,138,225,,10,,2,,,0
Norway,2015,-14,,,0,137,226,,11,,2,,,0
Norway,2016,-3,,,0,157,242,,8,,2,,,0
Norway,2017,-1,,,0,166,255,,4,,2,,,0
Oman,1990,,,,,28,24,,4,,,3,,0
Oman,1991,,,,0,21,23,0,9,35,4,2,14,0
Oman,1992,,,,0,23,21,0,-2,32,4,2,17,0
Oman,1993,,,,0,23,21,0,-4,32,5,2,13,0
Oman,1994,,,,0,23,22,0,-11,47,5,1,16,0
Oman,1995,,,,0,26,23,0,-6,51,5,2,16,0
Oman,1996,,,,0,25,25,0,-6,52,6,2,16,0
Oman,1997,,,,0,26,26,0,1,64,5,1,17,0
Oman,1998,,,,0,30,27,0,-1,63,4,2,17,0
Oman,1999,,,,0,46,36,0,-22,112,5,2,38,0
Oman,2000,,,,0,47,47,0,-3,89,4,2,33,0
Oman,2001,,-6,,0,37,46,0,16,102,4,2,21,0
Oman,2002,,4,,0,33,37,0,10,111,5,2,23,0
Oman,2003,,7,,0,27,40,0,8,94,4,1,25,0
Oman,2004,-6,8,,0,22,39,0,7,69,2,1,20,0
Oman,2005,-5,4,,0,19,37,0,4,56,2,1,14,0
Oman,2006,-9,-9,,0,48,34,0,17,73,1,3,16,0
Oman,2007,-13,-12,,0,53,31,0,15,50,1,4,11,0
Oman,2008,-9,0,,0,57,31,0,6,44,1,4,16,0
Oman,2009,-13,-1,,0,41,36,0,8,46,0,2,13,0
Oman,2010,3,13,,0,51,35,0,-1,54,1,2,23,0
Oman,2011,-4,1,,0,42,47,0,8,46,0,1,16,0
Oman,2012,-7,-7,,0,38,42,0,13,36,0,1,10,0
Oman,2013,-2,-3,,0,33,41,0,10,44,0,1,11,0
Oman,2014,-3,1,,0,31,42,0,7,42,0,1,11,0
Oman,2015,2,2,,0,35,43,0,5,44,0,1,13,0
Oman,2016,17,26,,0,52,47,0,-16,44,0,1,20,0
Oman,2017,24,39,,0,70,66,0,-18,85,2,2,55,0
Pakistan,1990,,,,,33,26,,-3,,26,2,,0
Pakistan,1991,,,,,35,25,0,-3,,28,2,30,0
Pakistan,1992,,,,,37,24,0,-3,,29,2,28,0
Pakistan,1993,,,,,37,22,0,-2,,29,2,32,1
Pakistan,1994,,,,,40,24,0,-5,,33,2,34,0
Pakistan,1995,,,52,1,45,25,0,-2,,34,2,38,0
Pakistan,1996,,,50,1,40,24,0,-3,,31,2,38,0
Pakistan,1997,,,50,1,40,24,0,-5,,35,2,38,1
Pakistan,1998,,,50,1,41,25,0,-4,,40,3,43,0
Pakistan,1999,,,49,1,41,25,0,-2,,46,2,45,1
Pakistan,2000,,,52,1,46,25,0,-2,,44,2,57,0
Pakistan,2001,,4,50,1,46,25,0,0,,45,2,50,1
Pakistan,2002,,3,53,1,46,22,0,0,,40,2,41,0
Pakistan,2003,,0,53,1,46,22,0,4,,35,2,38,0
Pakistan,2004,,0,50,1,39,22,0,5,,25,1,38,0
Pakistan,2005,0,2,49,1,33,25,0,2,,24,1,34,0
Pakistan,2006,22,3,48,1,30,29,0,-1,,23,1,19,0
Pakistan,2007,21,5,47,1,27,29,0,-4,26,21,1,16,0
Pakistan,2008,21,6,47,1,26,27,0,-5,21,28,1,15,1
Pakistan,2010,23,8,50,1,31,29,0,-6,45,34,1,24,0
Pakistan,2011,24,4,48,1,35,23,0,-2,32,30,1,21,1
Pakistan,2017,29,3,31,1,26,15,0,-2,27,28,1,22,0
Panama,1990,,,,,,42,,2,,,,,1
Panama,1992,,,,,,39,,-4,,,,,0
Panama,1993,,,,,,43,,-4,,,,,1
Panama,1994,,,,,,47,,-1,,,,,0
Panama,1995,,,100,1,,53,,0,,20,,,0
Panama,1996,,,100,1,,58,,-6,,21,,,0
Panama,1997,,,100,1,,64,,-2,,14,,,0
Panama,1998,,,100,1,,67,,-5,,14,,,0
Panama,1999,,,100,1,,71,,-9,,14,,,0
Panama,2000,,,79,1,,81,,-10,,15,,,0
Panama,2001,,164,81,1,212,91,0,-5,1166,17,13,271,0
Panama,2002,8,150,82,1,215,96,0,-1,819,18,11,250,0
Panama,2003,12,146,81,1,184,103,0,-1,774,19,8,263,0
Panama,2004,9,112,80,1,168,85,0,-4,682,20,6,207,0
Panama,2005,7,100,78,1,167,82,0,-7,781,20,6,169,0
Panama,2006,7,99,74,1,171,80,0,-6,530,20,7,154,0
Panama,2007,10,101,75,1,172,82,0,-3,708,17,8,155,0
Panama,2008,-3,93,79,0,178,83,0,-7,586,12,8,133,0
Panama,2009,3,111,81,0,167,86,0,-10,676,12,7,138,0
Panama,2010,1,105,93,0,163,84,0,-1,799,12,6,157,0
Panama,2011,2,106,92,0,168,80,0,-10,733,10,5,142,0
Panama,2012,3,102,92,0,164,86,0,-13,839,10,5,118,0
Panama,2013,2,87,83,0,155,83,0,-10,1227,8,4,106,0
Panama,2014,4,85,87,0,147,83,0,-9,1180,8,4,120,0
Panama,2015,4,90,91,0,153,68,0,-13,931,8,4,140,0
Panama,2016,4,89,91,0,161,85,0,-8,1086,9,4,162,0
Panama,2017,3,90,92,0,155,89,0,-5,1038,9,4,182,0
Paraguay,1990,,,,,59,14,,6,,6,0,,1
Paraguay,1994,,,,0,24,20,0,2,,3,1,5,0
Paraguay,1995,,,97,0,184,23,0,-2,,3,1,5,0
Paraguay,1996,,,98,0,160,27,0,-2,122,3,10,24,0
Paraguay,1997,,,96,0,158,24,0,-1,77,2,5,16,0
Paraguay,1998,,,94,0,150,26,0,-6,186,2,8,32,0
Paraguay,1999,,,88,0,166,33,0,1,167,2,8,29,0
Paraguay,2000,,,82,0,182,25,0,2,149,5,8,39,0
Paraguay,2001,,16,83,0,186,26,0,-3,282,7,14,57,0
Paraguay,2002,4,9,79,0,204,26,0,0,221,7,12,46,1
Paraguay,2004,5,8,83,0,233,24,0,0,171,9,17,46,0
Paraguay,2005,2,6,90,0,194,15,0,0,140,7,14,37,0
Paraguay,2006,1,7,90,0,178,15,0,-1,142,7,15,36,0
Paraguay,2007,0,4,88,0,148,15,0,2,105,7,11,28,0
Paraguay,2008,0,-1,86,0,113,15,0,6,57,6,6,18,0
Paraguay,2009,-2,2,87,0,85,18,0,1,46,5,4,13,0
Paraguay,2010,2,-1,84,0,96,25,0,4,38,4,5,18,0
Paraguay,2011,1,4,85,0,76,30,0,0,33,4,3,13,0
Paraguay,2012,-1,2,85,0,60,35,0,1,27,3,3,10,0
Paraguay,2013,3,5,67,0,62,39,0,-1,27,3,2,11,0
Paraguay,2014,2,1,68,0,52,43,0,2,22,3,2,9,0
Paraguay,2015,2,3,71,0,52,46,0,0,20,4,2,10,0
Paraguay,2016,2,4,75,0,57,50,0,-1,22,4,2,11,0
Paraguay,2017,2,1,79,0,56,58,0,2,20,5,2,12,0
Peru,1992,,,,,75,12,0,-4,179,22,2,112,0
Peru,1993,,,,,75,9,0,-5,152,21,2,109,1
Peru,1998,,,,,51,22,0,-6,81,10,3,107,0
Peru,1999,,,,,55,25,0,-6,95,10,3,126,0
Peru,2000,,,,,58,29,0,-3,108,12,4,126,0
Peru,2001,,16,94,0,55,29,0,-3,100,13,4,101,1
Peru,2003,,13,92,0,50,24,0,-2,75,12,2,79,0
Peru,2004,,9,85,0,48,23,0,-2,56,12,2,53,0
Peru,2005,,7,78,0,45,20,0,0,49,11,2,42,0
Peru,2006,0,9,78,0,38,18,0,2,68,10,2,49,0
Peru,2007,-1,2,72,0,32,19,0,3,38,9,2,25,0
Peru,2008,2,9,64,0,33,18,0,1,45,8,2,40,0
Peru,2009,0,12,61,0,29,21,0,-4,37,7,2,33,0
Peru,2010,3,8,57,0,29,26,0,-1,33,7,1,36,0
Peru,2011,5,10,52,0,30,25,0,-2,29,6,1,33,0
Peru,2012,-1,7,49,0,28,25,0,-2,21,5,1,21,0
Peru,2013,-1,8,46,0,31,27,0,-3,19,5,1,23,0
Peru,2014,1,12,43,0,31,,0,-5,26,5,1,35,0
Peru,2015,2,10,42,0,34,,0,-4,22,5,1,30,0
Peru,2016,3,11,46,0,38,,0,-5,22,5,1,34,0
Peru,2017,4,10,42,0,38,,0,-3,26,6,1,37,0
Philippines,1990,,,,,58,16,,-3,,37,5,,1
Philippines,1992,,,,,62,19,0,-2,210,25,4,76,0
Philippines,1993,,,,,55,18,0,-2,203,24,3,74,0
Philippines,1994,,,41,1,59,21,0,-5,158,21,3,58,0
Philippines,1995,,,40,1,56,26,0,-4,146,26,2,51,0
Philippines,1996,,,40,1,49,29,0,-2,147,22,3,43,0
Philippines,1997,,,37,1,49,38,0,-4,97,20,2,34,0
Philippines,1998,,,45,1,55,49,0,-5,174,18,3,38,1
Philippines,2001,,18,54,1,71,39,0,-3,100,24,4,55,0
Philippines,2002,,18,51,1,76,37,0,-2,95,27,4,61,0
Philippines,2003,18,18,50,1,74,38,0,0,101,26,3,61,0
Philippines,2004,16,16,51,1,75,35,0,0,94,28,3,55,0
Philippines,2005,19,13,49,1,67,33,0,2,95,30,3,47,0
Philippines,2006,16,11,46,1,60,32,0,2,84,29,3,46,0
Philippines,2007,15,6,46,1,50,29,0,6,75,25,2,41,0
Philippines,2008,18,2,42,1,45,29,0,5,43,20,2,31,0
Philippines,2009,13,8,45,1,38,29,0,0,45,18,2,35,0
Philippines,2010,14,3,46,1,38,29,0,5,38,19,2,39,0
Philippines,2011,15,2,45,0,37,29,0,4,22,18,1,25,0
Philippines,2012,11,4,45,0,34,30,0,3,24,15,1,32,0
Philippines,2013,9,3,39,0,32,32,0,3,22,14,1,28,0
Philippines,2014,6,4,37,0,29,33,0,4,29,13,1,35,0
Philippines,2015,3,3,36,0,27,36,0,4,29,12,1,31,0
Philippines,2016,3,4,37,0,26,39,0,2,27,11,1,30,0
Philippines,2017,4,6,38,0,25,42,0,0,28,10,1,30,0
Poland,1992,,,,,60,,,-3,,,1,,0
Poland,1993,,,,,54,30,,-3,,,1,,0
Poland,1994,,,,,54,26,,-6,,,1,,1
Poland,1995,,,,,43,23,,1,34,,1,,0
Poland,1996,,,,0,38,21,0,1,13,13,0,5,0
Poland,1997,,,,0,30,24,0,-2,26,10,0,13,0
Poland,1998,,,,0,32,27,0,-4,27,11,0,14,0
Poland,1999,,,,0,34,31,0,-4,23,10,0,15,0
Poland,2000,,,52,0,39,36,0,-7,64,7,1,45,0
Poland,2001,,16,48,0,41,39,0,-6,73,8,1,43,0
Poland,2002,13,14,39,0,38,42,0,-3,88,8,1,45,0
Poland,2003,19,14,35,0,43,47,0,-3,81,7,1,43,0
Poland,2004,22,15,34,0,49,49,0,-3,90,7,1,42,0
Poland,2005,22,18,28,0,51,46,0,-5,96,7,1,40,0
Poland,2006,19,14,28,0,43,43,0,-3,93,6,1,37,0
Poland,2007,15,17,26,0,49,47,0,-4,99,6,1,37,0
Poland,2008,11,17,24,0,54,54,0,-6,79,5,1,31,0
Poland,2009,10,24,26,0,46,63,0,-7,157,5,1,48,0
Poland,2010,15,24,27,0,64,72,0,-4,120,6,2,58,0
Poland,2011,15,28,28,1,67,72,0,-5,122,6,1,60,0
Poland,2012,13,27,32,1,61,74,0,-5,127,6,2,55,0
Poland,2013,13,29,32,1,74,76,0,-4,124,7,2,61,0
Poland,2014,11,26,30,1,73,79,0,-1,130,7,2,57,0
Poland,2015,8,27,35,1,65,81,0,-2,145,5,2,56,0
Poland,2016,8,23,35,1,69,84,0,-1,120,5,1,48,0
Poland,2017,4,26,35,1,71,85,0,0,112,4,1,52,0
Portugal,1990,,,,,,81,,0,,17,,,0
Portugal,1991,,,,1,,79,,0,,24,,,0
Portugal,1992,,,,1,,81,,-1,,23,,,0
Portugal,1993,,,,1,,82,,0,,20,,,0
Portugal,1994,,,,1,,89,,0,,19,,,0
Portugal,1995,,,,1,,94,,-2,,17,,,0
Portugal,1996,,,,1,,93,,0,,15,,,0
Portugal,1997,,,,1,,99,,-4,,13,,,0
Portugal,1998,,,,1,,104,,-6,,10,,,0
Portugal,1999,,,,1,,114,,-8,,8,,,0
Portugal,2000,,,,1,,126,,-9,,7,,,0
Portugal,2001,,,,1,119,139,,-11,,8,,,0
Portugal,2002,,,,1,144,149,,-10,,8,,,0
Portugal,2003,,,,1,165,159,,-8,,7,,,0
Portugal,2004,,,,1,175,171,,-7,,6,,,0
Portugal,2005,6,,,1,177,186,,-8,,6,,,0
Portugal,2006,13,,,1,168,183,,-10,,6,,,0
Portugal,2007,11,,,1,195,183,,-11,,7,,,0
Portugal,2008,9,,,1,208,193,,-10,,7,,,0
Portugal,2009,15,,,1,188,205,,-12,,7,,,0
Portugal,2010,20,,,1,236,217,,-10,,7,,,1
Portugal,2014,24,76,,1,234,227,,2,,11,,,0
Portugal,2015,31,62,,1,219,211,,0,,11,,,0
Portugal,2016,22,47,,1,218,200,,0,,10,,,0
Portugal,2017,,,,1,205,189,,1,,10,,,0
Qatar,1990,,,,,20,42,,45,,,1,,0
Qatar,1991,,,,0,16,45,0,-9,22,0,1,4,0
Qatar,1992,,,,0,39,37,0,-13,99,4,1,23,0
Qatar,1993,,,,0,39,53,0,-14,183,3,0,35,0
Qatar,1994,,,,0,63,65,0,-18,134,2,0,30,0
Qatar,1995,,,,0,79,42,0,-15,224,2,1,49,0
Qatar,1996,,,,0,86,36,0,-23,199,8,1,44,0
Qatar,1997,,,,0,113,35,0,-23,293,10,3,54,0
Qatar,1998,,,,0,108,31,0,-27,225,11,4,45,0
Qatar,1999,,,,1,129,31,0,-21,141,14,6,30,0
Qatar,2000,,,,1,118,39,0,2,129,15,8,25,0
Qatar,2001,,12,,1,83,35,0,9,307,12,7,41,0
Qatar,2002,,-8,,1,79,27,0,24,270,12,7,30,0
Qatar,2003,-4,-7,,0,61,35,0,20,200,9,5,26,0
Qatar,2004,-6,-11,,0,44,29,0,24,118,7,3,23,0
Qatar,2005,-17,-16,,0,40,30,0,24,60,4,2,10,0
Qatar,2006,-9,-9,,0,40,29,0,17,55,3,2,9,0
Qatar,2007,-7,-8,,0,43,34,0,16,64,2,2,9,0
Qatar,2008,-8,-4,,0,53,36,0,14,44,2,2,9,0
Qatar,2009,-6,-7,,0,53,42,0,23,60,1,1,8,0
Qatar,2010,-9,19,,0,87,41,0,7,36,2,1,14,0
Qatar,2011,-1,6,,0,89,52,0,19,26,3,1,10,0
Qatar,2012,-2,-7,,0,82,45,0,31,62,4,1,8,0
Qatar,2013,-5,-8,,0,51,40,0,33,35,3,1,8,0
Qatar,2014,-13,8,,0,49,37,0,30,64,3,1,19,0
Qatar,2015,-8,7,,0,49,40,0,24,41,2,1,12,0
Qatar,2016,9,32,,0,74,46,0,8,50,3,2,20,0
Qatar,2017,,63,,0,111,70,0,-5,72,4,3,32,0
Romania,1990,,,,,0,,,5,,0,0,,1
Romania,1995,,,,,25,,0,-2,,4,0,43,0
Romania,1996,,,,,19,,0,-4,,4,1,35,0
Romania,1997,,,,,24,,0,-7,,6,1,28,1
Romania,2000,,,,,24,,0,-4,,17,1,38,0
Romania,2001,,8,,0,29,,0,-3,76,16,2,33,0
Romania,2002,19,9,,0,32,,0,-3,64,13,2,38,0
Romania,2003,17,10,,0,36,,0,-3,59,10,2,35,0
Romania,2004,13,10,,0,37,,0,-5,49,7,2,29,0
Romania,2005,11,14,,0,38,,0,-7,39,4,2,31,0
Romania,2006,4,23,,0,37,,0,-9,73,4,1,66,0
Romania,2007,4,30,,0,44,,0,-10,86,2,2,87,0
Romania,2008,4,37,,0,49,,0,-13,109,2,2,100,0
Romania,2009,7,39,,0,46,,0,-12,159,2,2,109,1
Romania,2011,14,37,,0,73,,0,-5,119,4,2,105,0
Romania,2012,13,35,,0,71,,0,-5,123,5,2,89,0
Romania,2013,11,42,,0,76,,0,-5,147,6,2,106,0
Romania,2014,12,39,,0,70,,0,-1,159,5,3,102,0
Romania,2015,9,34,,0,59,,0,-1,163,5,2,87,0
Romania,2016,9,35,,0,55,,0,-1,162,4,2,85,0
Romania,2017,9,31,,0,52,,0,-2,186,5,1,96,0
Russia,1990,,,,,,,,,,,,,0
Russia,1991,,,,,,,,,,,,,1
Russia,2001,,2,87,1,57,21,0,16,217,12,4,55,0
Russia,2002,-1,-1,87,0,44,23,0,10,105,7,3,35,0
Russia,2003,4,3,84,0,41,26,0,7,97,6,2,40,0
Russia,2004,5,1,79,0,40,29,0,7,63,5,2,33,0
Russia,2005,-1,0,75,0,34,33,0,9,57,3,2,36,0
Russia,2006,-5,0,65,0,31,34,0,10,53,2,1,36,0
Russia,2007,-4,2,50,0,29,38,0,9,43,2,1,39,0
Russia,2008,-5,6,40,0,33,47,0,5,35,1,1,43,0
Russia,2009,-3,6,37,0,27,52,0,6,57,1,1,46,0
Russia,2010,7,5,28,0,35,58,0,4,31,2,2,40,0
Russia,2011,5,4,24,0,30,54,0,4,33,2,1,36,0
Russia,2012,0,2,18,0,26,51,0,5,31,2,1,27,0
Russia,2013,1,3,20,0,29,53,0,3,32,2,1,29,0
Russia,2014,3,7,20,0,32,58,0,1,45,2,1,39,0
Russia,2015,4,7,24,0,29,64,0,3,60,2,1,41,0
Russia,2016,7,4,27,0,38,69,0,5,41,2,2,38,0
Russia,2017,6,4,25,0,40,69,0,2,27,3,2,31,0
San Marino,1990,,,,,,,,,,,,,0
San Marino,1991,,,,,,,,,,,,,0
San Marino,1992,,,,,,,,,,,,,0
San Marino,1993,,,,,,,,,,,,,0
San Marino,1994,,,,,,,,,,,,,0
San Marino,1995,,,,,,,,,,,,,0
San Marino,1996,,,,,,,,,,,,,0
San Marino,1997,,,,,,,,,,,,,0
San Marino,1998,,,,,,,,,,,,,0
San Marino,1999,,,,,,,,,,,,,0
San Marino,2000,,,,,,,,,,,,,0
San Marino,2001,,,,,,,,,,,,,0
San Marino,2002,,,,,,,,,,,,,0
San Marino,2003,,,,,,,,,,,,,0
San Marino,2004,,,,,,,,,,,,,0
San Marino,2005,-1,,,0,,,,,,1,,,0
San Marino,2006,-1,,,0,,,,,,1,,,0
San Marino,2007,-1,,,0,,,,,,1,,,0
San Marino,2008,-1,,,0,,,,,,1,,,0
San Marino,2009,1,,,0,,,,,,1,,,0
San Marino,2010,3,,,0,,,,,,1,,,0
San Marino,2011,3,,,0,,,,,,0,,,0
San Marino,2012,5,,,0,,,,,,0,,,0
San Marino,2013,3,,,0,,,,,,0,,,0
San Marino,2014,7,,,0,,,,,,0,,,0
San Marino,2015,7,,,0,,,,,,1,,,0
San Marino,2016,4,,,0,,,,,,1,,,0
San Marino,2017,,,,0,,,,,,1,,,0
Saudi Arabia,1990,,,,,0,21,,-10,,,,,0
Saudi Arabia,1991,,,,,0,21,,-4,,,0,0,0
Saudi Arabia,1992,,,,0,0,15,,-21,,5,0,0,0
Saudi Arabia,1993,,,,0,0,15,,-13,,9,0,0,0
Saudi Arabia,1994,,,,1,12,17,0,-13,,11,1,2,0
Saudi Arabia,1995,,,,1,12,20,0,-8,,12,1,21,0
Saudi Arabia,1996,,,,1,10,22,0,-4,,13,1,20,0
Saudi Arabia,1997,,,,1,8,23,0,0,,13,0,12,0
Saudi Arabia,1998,,,,1,11,21,0,0,,12,1,12,0
Saudi Arabia,1999,,,,1,17,22,0,-9,,18,1,21,0
Saudi Arabia,2000,,,0,1,16,29,0,0,,18,1,21,0
